date	timestamp	open	high	low	close	volume	upTick	downTick	darkUpTick	darkDownTick	flowindexavg
2022-01-10T11:44:00.000Z	1641818700000	162.23	162.24	162.07	162.1	10533	5666	4867	2214	1911	-2467336.0839607026
2022-01-10T11:45:00.000Z	1641818760000	162.1	162.33	162.09	162.3	45193	30529	14664	3814	2453	-2464511.644452696
2022-01-10T11:46:00.000Z	1641818820000	162.3	162.4	162.31	162.33	12207	7658	4549	1632	933	-2460932.375764327
2022-01-10T11:47:00.000Z	1641818880000	162.33	162.38	162.29	162.35	11762	6778	4984	762	1494	-2457171.6104738433
2022-01-10T11:48:00.000Z	1641818940000	162.35	162.38	162.28	162.3	9226	4900	4326	1573	711	-2453839.499478599
2022-01-10T11:49:00.000Z	1641819000000	162.3	162.34	162.23	162.23	9222	4522	4700	1663	1615	-2451040.2571491566
2022-01-10T11:50:00.000Z	1641819060000	162.23	162.31	162.15	162.29	89351	53831	35520	8792	3686	-2447078.72554628
2022-01-10T11:51:00.000Z	1641819120000	162.29	162.38	162.28	162.36	13307	6927	6380	1614	2656	-2442683.3815075625
2022-01-10T11:52:00.000Z	1641819180000	162.36	162.86	162.34	162.85	89897	47907	41990	8729	7112	-2437961.2515364904
2022-01-10T11:53:00.000Z	1641819240000	162.85	163.03	162.86	162.92	23002	10029	12973	2823	3585	-2433990.1451965226
2022-01-10T11:54:00.000Z	1641819300000	162.92	162.92	162.82	162.82	10262	4016	6246	2662	1894	-2430942.9066759427
2022-01-10T11:55:00.000Z	1641819360000	162.82	162.83	162.6	162.61	6645	1986	4659	1184	1680	-2428917.0751591045
2022-01-10T11:56:00.000Z	1641819420000	162.61	162.67	162.54	162.54	5601	3076	2525	1699	2036	-2427439.0614938126
2022-01-10T11:57:00.000Z	1641819480000	162.54	162.61	162.51	162.59	7418	4728	2690	1570	1526	-2426092.11091918
2022-01-10T11:58:00.000Z	1641819540000	162.59	162.6	162.5	162.54	14056	9218	4838	1479	1670	-2424451.666509632
2022-01-10T11:59:00.000Z	1641819600000	162.54	162.57	162.52	162.56	5065	1100	3965	643	1177	-2423042.7271442446
2022-01-10T12:00:00.000Z	1641819660000	162.56	162.72	162.46	162.62	105229	53760	51469	10432	9373	-2421722.5949362
2022-01-10T12:01:00.000Z	1641819720000	162.62	162.84	162.59	162.64	65326	32009	33317	3133	5217	-2420709.3655538606
2022-01-10T12:02:00.000Z	1641819780000	162.64	162.73	162.58	162.73	10971	5311	5660	2525	2895	-2419921.935453159
2022-01-10T12:03:00.000Z	1641819840000	162.73	162.76	162.65	162.7	6827	3784	3043	1922	826	-2419271.0987040997
2022-01-10T12:04:00.000Z	1641819900000	162.7	162.76	162.65	162.67	6545	4445	2100	1456	1046	-2418491.0807578997
2022-01-10T12:05:00.000Z	1641819960000	162.67	162.91	162.62	162.85	14710	9162	5548	2472	2484	-2417359.7630443424
2022-01-10T12:06:00.000Z	1641820020000	162.85	162.85	162.68	162.71	20521	8121	12400	1507	2255	-2416533.048551432
2022-01-10T12:07:00.000Z	1641820080000	162.71	162.81	162.7	162.74	9657	3874	5783	511	958	-2416180.0094208685
2022-01-10T12:08:00.000Z	1641820140000	162.74	162.74	162.66	162.74	19942	11232	8710	2598	2196	-2415907.250132226
2022-01-10T12:09:00.000Z	1641820200000	162.74	162.79	162.68	162.76	20756	8181	12575	1820	2709	-2415988.537986973
2022-01-10T12:10:00.000Z	1641820260000	162.76	162.86	162.74	162.81	10829	3879	6950	907	1172	-2416524.1068378263
2022-01-10T12:11:00.000Z	1641820320000	162.81	162.96	162.69	162.78	17866	7957	9909	4638	3670	-2417459.0268067066
2022-01-10T12:12:00.000Z	1641820380000	162.78	162.96	162.79	162.9	13259	7038	6221	1522	2552	-2418361.05223579
2022-01-10T12:13:00.000Z	1641820440000	162.9	163.05	162.91	162.94	13065	5630	7435	2084	2211	-2419272.800314131
2022-01-10T12:14:00.000Z	1641820500000	162.94	163.04	162.93	163.01	13786	4977	8809	1048	2191	-2420451.776014592
2022-01-10T12:15:00.000Z	1641820560000	163.01	163.08	162.9	162.9	20756	7907	12849	1138	3245	-2422152.6046179994
2022-01-10T12:16:00.000Z	1641820620000	162.9	163	162.92	162.98	12587	6441	6146	2250	1018	-2423933.0098389694
2022-01-10T12:17:00.000Z	1641820680000	162.98	163.14	162.96	163.11	14237	7785	6452	2067	1250	-2425400.40198946
2022-01-10T12:18:00.000Z	1641820740000	163.11	163.27	163.07	163.21	33148	14227	18921	1849	1737	-2426937.995567134
2022-01-10T12:19:00.000Z	1641820800000	163.21	163.31	163.21	163.29	13011	9301	3710	782	599	-2427931.844857958
2022-01-10T12:20:00.000Z	1641820860000	163.29	163.33	163.25	163.29	246534	217506	29028	6560	4289	-2411414.024580754
2022-01-10T12:21:00.000Z	1641820920000	163.29	163.38	163.15	163.15	22478	12521	9957	3413	3660	-2386074.020111526
2022-01-10T12:22:00.000Z	1641820980000	163.15	163.26	163.16	163.2	14664	10964	3700	2452	802	-2358814.0770609453
2022-01-10T12:23:00.000Z	1641821040000	163.2	163.49	163.22	163.47	17598	13498	4100	1952	754	-2335138.1842619856
2022-01-10T12:24:00.000Z	1641821100000	163.47	163.52	163.45	163.51	8932	5200	3732	1600	1812	-2314843.847729503
2022-01-10T12:25:00.000Z	1641821160000	163.51	163.51	163.43	163.47	12028	4620	7408	1193	734	-2298119.08753626
2022-01-10T12:26:00.000Z	1641821220000	163.47	163.57	163.48	163.57	9525	5225	4300	1335	654	-2284475.5867720917
2022-01-10T12:27:00.000Z	1641821280000	163.57	163.65	163.55	163.65	14230	8830	5400	1925	1485	-2273029.3285711054
2022-01-10T12:28:00.000Z	1641821340000	163.65	163.66	163.49	163.56	22194	11542	10652	3897	2102	-2263347.3900430254
2022-01-10T12:29:00.000Z	1641821400000	163.56	163.63	163.52	163.57	15525	6010	9515	1757	1417	-2255586.561550354
2022-01-10T12:30:00.000Z	1641821460000	163.57	163.71	163.53	163.64	77504	53677	23827	9427	3640	-2246708.6109654414
2022-01-10T12:31:00.000Z	1641821520000	163.64	163.83	163.65	163.82	25187	20952	4235	3772	1059	-2236222.227153543
2022-01-10T12:32:00.000Z	1641821580000	163.82	163.82	163.59	163.6	11035	2973	8062	545	1749	-2226187.3979741107
2022-01-10T12:33:00.000Z	1641821640000	163.6	163.62	163.51	163.56	26203	14736	11467	3147	2161	-2217481.749857606
2022-01-10T12:34:00.000Z	1641821700000	163.56	163.56	163.45	163.54	20884	11267	9617	2394	2204	-2210165.037762284
2022-01-10T12:35:00.000Z	1641821760000	163.54	163.68	163.55	163.58	11739	6289	5450	902	2011	-2203903.3036236865
2022-01-10T12:36:00.000Z	1641821820000	163.58	163.63	163.49	163.58	19550	9950	9600	2148	2245	-2198647.3999345317
2022-01-10T12:37:00.000Z	1641821880000	163.58	163.61	163.43	163.47	15193	7999	7194	1809	1391	-2194227.296916132
2022-01-10T12:38:00.000Z	1641821940000	163.47	163.55	163.47	163.48	22435	12225	10210	2108	1752	-2190368.2732344107
2022-01-10T12:39:00.000Z	1641822000000	163.48	163.55	163.46	163.51	17038	9014	8024	2082	2052	-2186974.3750705784
2022-01-10T12:40:00.000Z	1641822060000	163.51	163.69	163.46	163.67	11814	6500	5314	1378	1474	-2183968.6705122916
2022-01-10T12:41:00.000Z	1641822120000	163.67	163.76	163.62	163.76	22602	8424	14178	2180	3356	-2181930.669813087
2022-01-10T12:42:00.000Z	1641822180000	163.76	163.81	163.68	163.79	18090	8909	9181	2187	2029	-2180600.729847071
2022-01-10T12:43:00.000Z	1641822240000	163.79	163.9	163.8	163.87	25106	13915	11191	2706	2148	-2179455.809268816
2022-01-10T12:44:00.000Z	1641822300000	163.87	163.95	163.85	163.92	11883	6312	5571	1541	1412	-2178294.843947213
2022-01-10T12:45:00.000Z	1641822360000	163.92	163.93	163.8	163.84	31483	11511	19972	2677	2562	-2177986.6905022655
2022-01-10T12:46:00.000Z	1641822420000	163.84	163.84	163.74	163.8	29868	13000	16868	3395	3409	-2178576.534653369
2022-01-10T12:47:00.000Z	1641822480000	163.8	164.01	163.79	164	21057	14514	6543	1665	1638	-2178825.316231544
2022-01-10T12:48:00.000Z	1641822540000	164	164.04	163.93	164.04	15617	7701	7916	2173	1700	-2178682.5314621725
2022-01-10T12:49:00.000Z	1641822600000	164.04	164.04	163.94	163.99	18811	11615	7196	2047	1430	-2177935.465135717
2022-01-10T12:50:00.000Z	1641822660000	163.99	164.22	163.95	164.18	26790	14790	12000	3906	1597	-2176809.2896564957
2022-01-10T12:51:00.000Z	1641822720000	164.18	164.27	164.13	164.2	22611	11197	11414	2319	1955	-2175604.600628042
2022-01-10T12:52:00.000Z	1641822780000	164.2	164.29	164.19	164.29	30705	16766	13939	3010	1631	-2174290.5520290043
2022-01-10T12:53:00.000Z	1641822840000	164.29	164.31	164.23	164.23	28302	9638	18664	2513	3947	-2173871.209235852
2022-01-10T12:54:00.000Z	1641822900000	164.23	164.28	164.2	164.21	17316	5190	12126	1089	947	-2174620.0196778183
2022-01-10T12:55:00.000Z	1641822960000	164.21	164.33	164.2	164.33	20670	9197	11473	1700	2095	-2176133.470645488
2022-01-10T12:56:00.000Z	1641823020000	164.33	164.33	164.11	164.13	27887	11074	16813	1004	2916	-2178241.597194793
2022-01-10T12:57:00.000Z	1641823080000	164.13	164.16	163.97	164.04	51770	22463	29307	3116	4485	-2181005.397704831
2022-01-10T12:58:00.000Z	1641823140000	164.04	164.16	164.03	164.15	25894	14383	11511	2214	1692	-2183594.295091831
2022-01-10T12:59:00.000Z	1641823200000	164.15	164.17	164.08	164.1	24401	12603	11798	2217	2142	-2185672.6353781647
2022-01-10T13:00:00.000Z	1641823260000	164.1	164.17	164.03	164.13	72537	36042	36495	4241	4677	-2187278.459248801
2022-01-10T13:01:00.000Z	1641823320000	164.13	164.36	164.14	164.35	24494	17144	7350	2661	899	-2187705.0121126557
2022-01-10T13:02:00.000Z	1641823380000	164.35	164.4	164.27	164.35	31184	17172	14012	2838	1574	-2187186.8886982333
2022-01-10T13:03:00.000Z	1641823440000	164.35	164.42	164.3	164.38	28788	12778	16010	2453	2163	-2186568.484692494
2022-01-10T13:04:00.000Z	1641823500000	164.38	164.48	164.37	164.47	18829	11212	7617	1975	2202	-2185835.8208090104
2022-01-10T13:05:00.000Z	1641823560000	164.47	164.48	164.33	164.44	24730	12379	12351	2317	2591	-2185113.883692221
2022-01-10T13:06:00.000Z	1641823620000	164.44	164.48	164.34	164.45	20518	7305	13213	2125	1853	-2184949.6624148474
2022-01-10T13:07:00.000Z	1641823680000	164.45	164.64	164.45	164.56	38271	22356	15915	2812	2135	-2184586.9662182084
2022-01-10T13:08:00.000Z	1641823740000	164.56	164.57	164.48	164.56	40121	19997	20124	2949	3225	-2184090.426905807
2022-01-10T13:09:00.000Z	1641823800000	164.56	164.67	164.54	164.62	91630	68528	23102	4723	6232	-2179367.0462562665
2022-01-10T13:10:00.000Z	1641823860000	164.62	164.63	164.37	164.37	24121	7826	16295	2575	3382	-2173523.128755127
2022-01-10T13:11:00.000Z	1641823920000	164.37	164.45	164.33	164.4	16556	8074	8482	2268	1522	-2167915.5598905585
2022-01-10T13:12:00.000Z	1641823980000	164.4	164.48	164.3	164.34	17801	9793	8008	1333	1746	-2163446.6399104567
2022-01-10T13:13:00.000Z	1641824040000	164.34	164.4	164.31	164.37	6312	2750	3562	1204	1291	-2159768.250835828
2022-01-10T13:14:00.000Z	1641824100000	164.37	164.41	164.36	164.38	16610	10549	6061	2018	969	-2156345.7809868897
2022-01-10T13:15:00.000Z	1641824160000	164.38	164.59	164.33	164.59	26463	18976	7487	3979	842	-2152253.7298983643
2022-01-10T13:16:00.000Z	1641824220000	164.59	164.69	164.57	164.65	15856	9484	6372	2327	1604	-2147790.4759774497
2022-01-10T13:17:00.000Z	1641824280000	164.65	164.66	164.51	164.57	17545	8033	9512	2161	1650	-2143736.4197391253
2022-01-10T13:18:00.000Z	1641824340000	164.57	164.58	164.45	164.46	13223	4212	9011	1185	3153	-2140851.070695648
2022-01-10T13:19:00.000Z	1641824400000	164.46	164.58	164.46	164.54	8292	4430	3862	1685	1373	-2138774.360872197
2022-01-10T13:20:00.000Z	1641824460000	164.54	164.63	164.44	164.62	16488	9563	6925	1715	1090	-2136946.416471191
2022-01-10T13:21:00.000Z	1641824520000	164.62	164.66	164.51	164.54	14342	4380	9962	935	2457	-2135781.189234005
2022-01-10T13:22:00.000Z	1641824580000	164.54	164.61	164.48	164.48	16864	8215	8649	1564	2425	-2135125.639676307
2022-01-10T13:23:00.000Z	1641824640000	164.48	164.57	164.49	164.51	10794	4531	6263	1606	1655	-2134942.19003819
2022-01-10T13:24:00.000Z	1641824700000	164.51	164.54	164.45	164.47	14683	7556	7127	1462	2315	-2134871.2160918526
2022-01-10T13:25:00.000Z	1641824760000	164.47	164.53	164.4	164.41	15513	7106	8407	1656	1296	-2134957.9040751522
2022-01-10T13:26:00.000Z	1641824820000	164.41	164.52	164.41	164.51	11294	5838	5456	1878	1412	-2135059.951819064
2022-01-10T13:27:00.000Z	1641824880000	164.51	164.64	164.48	164.59	23813	13012	10801	2446	1115	-2134958.718154992
2022-01-10T13:28:00.000Z	1641824940000	164.59	164.6	164.5	164.53	26842	17629	9213	1627	2154	-2133965.223944993
2022-01-10T13:29:00.000Z	1641825000000	164.53	164.65	164.52	164.58	9503	3876	5627	1233	1760	-2132734.486258025
2022-01-10T13:30:00.000Z	1641825060000	164.58	164.71	164.53	164.71	29420	10082	19338	5028	2166	-2132420.0645141415
2022-01-10T13:31:00.000Z	1641825120000	164.71	164.73	164.65	164.7	10766	5123	5643	1623	787	-2132824.113390358
2022-01-10T13:32:00.000Z	1641825180000	164.7	164.7	164.51	164.52	20897	8103	12794	2303	1934	-2133893.1533799903
2022-01-10T13:33:00.000Z	1641825240000	164.52	164.68	164.53	164.67	15582	11371	4211	2562	761	-2134416.9739775676
2022-01-10T13:34:00.000Z	1641825300000	164.67	164.84	164.64	164.84	31093	16119	14974	2572	1626	-2134449.675678616
2022-01-10T13:35:00.000Z	1641825360000	164.84	164.88	164.77	164.79	30721	19185	11536	2689	2452	-2133494.70434311
2022-01-10T13:36:00.000Z	1641825420000	164.79	164.97	164.78	164.93	29713	17697	12016	2636	2524	-2131698.6368867867
2022-01-10T13:37:00.000Z	1641825480000	164.93	164.93	164.75	164.8	15658	7570	8088	1231	1717	-2129700.127149795
2022-01-10T13:38:00.000Z	1641825540000	164.8	164.85	164.71	164.71	37532	20123	17409	1389	1620	-2127677.4979710444
2022-01-10T13:39:00.000Z	1641825600000	164.71	164.78	164.69	164.75	25557	15612	9945	2642	1449	-2125358.649855097
2022-01-10T13:40:00.000Z	1641825660000	164.75	164.89	164.75	164.83	31764	15790	15974	3525	2846	-2123052.4407905336
2022-01-10T13:41:00.000Z	1641825720000	164.83	164.86	164.78	164.85	27746	16144	11602	3623	2104	-2120592.0576164974
2022-01-10T13:42:00.000Z	1641825780000	164.85	164.97	164.77	164.78	24335	10392	13943	2474	3902	-2118632.1380498614
2022-01-10T13:43:00.000Z	1641825840000	164.78	164.8	164.6	164.6	27246	12255	14991	1838	2162	-2117354.870525644
2022-01-10T13:44:00.000Z	1641825900000	164.6	164.67	164.5	164.52	20241	12835	7406	2811	1869	-2116089.712248254
2022-01-10T13:45:00.000Z	1641825960000	164.52	164.64	164.52	164.6	15625	6816	8809	1420	971	-2114989.643354632
2022-01-10T13:46:00.000Z	1641826020000	164.6	164.6	164.5	164.58	8658	4516	4142	890	1853	-2114011.859714396
2022-01-10T13:47:00.000Z	1641826080000	164.58	164.6	164.54	164.55	7888	4801	3087	633	1449	-2113093.7640087483
2022-01-10T13:48:00.000Z	1641826140000	164.55	164.63	164.54	164.6	14502	8967	5535	1995	1787	-2111915.382673824
2022-01-10T13:49:00.000Z	1641826200000	164.6	164.63	164.51	164.59	7409	2541	4868	594	1519	-2110902.858551311
2022-01-10T13:50:00.000Z	1641826260000	164.59	164.6	164.37	164.39	26099	10806	15293	1523	3431	-2110519.369117739
2022-01-10T13:51:00.000Z	1641826320000	164.39	164.46	164.3	164.32	47237	15434	31803	3078	3105	-2112036.1504902714
2022-01-10T13:52:00.000Z	1641826380000	164.32	164.39	164.26	164.27	16908	6161	10747	1658	2581	-2114822.0928253736
2022-01-10T13:53:00.000Z	1641826440000	164.27	164.32	164.18	164.2	14295	4737	9558	1594	2950	-2118313.7426146995
2022-01-10T13:54:00.000Z	1641826500000	164.2	164.24	164.15	164.21	20949	13891	7058	1999	1899	-2120980.5166847543
2022-01-10T13:55:00.000Z	1641826560000	164.21	164.26	164.15	164.24	13694	6795	6899	1450	2192	-2122903.846984496
2022-01-10T13:56:00.000Z	1641826620000	164.24	164.36	164.21	164.34	14146	5169	8977	1097	2570	-2124622.905108527
2022-01-10T13:57:00.000Z	1641826680000	164.34	164.44	164.34	164.4	24656	8863	15793	1192	1498	-2126893.3466039463
2022-01-10T13:58:00.000Z	1641826740000	164.4	164.55	164.4	164.54	13029	6511	6518	1604	2306	-2129287.0108577744
2022-01-10T13:59:00.000Z	1641826800000	164.54	164.54	164.43	164.5	24469	12552	11917	1629	2121	-2131398.160398785
2022-01-10T14:00:00.000Z	1641826860000	164.5	164.72	164.52	164.65	20137	12453	7684	2351	2310	-2132653.6463868846
2022-01-10T14:01:00.000Z	1641826920000	164.65	164.7	164.62	164.62	10578	5937	4641	1199	781	-2133254.771286239
2022-01-10T14:02:00.000Z	1641826980000	164.62	164.62	164.32	164.38	25284	13041	12243	3731	2862	-2133450.994688741
2022-01-10T14:03:00.000Z	1641827040000	164.38	164.53	164.35	164.46	17993	9595	8398	1988	2158	-2133415.0865635155
2022-01-10T14:04:00.000Z	1641827100000	164.46	164.51	164.29	164.32	14442	6214	8228	1853	1182	-2133472.0708246944
2022-01-10T14:05:00.000Z	1641827160000	164.32	164.37	164.04	164.15	65186	29081	36105	5271	7548	-2134243.027644447
2022-01-10T14:06:00.000Z	1641827220000	164.15	164.17	163.89	163.95	30080	13213	16867	4049	4691	-2135692.719587881
2022-01-10T14:07:00.000Z	1641827280000	163.95	163.96	163.86	163.87	12575	5382	7193	1393	2381	-2137477.770571903
2022-01-10T14:08:00.000Z	1641827340000	163.87	163.85	163.78	163.79	13675	4933	8742	2038	1466	-2139505.0244073146
2022-01-10T14:09:00.000Z	1641827400000	163.79	164.02	163.79	163.99	16263	9245	7018	1759	965	-2141246.95936356
2022-01-10T14:10:00.000Z	1641827460000	163.99	164.19	164	164.18	17133	10218	6915	2687	1817	-2142352.360691398
2022-01-10T14:11:00.000Z	1641827520000	164.18	164.3	164.13	164.2	47150	25088	22062	3375	3740	-2142714.022383871
2022-01-10T14:12:00.000Z	1641827580000	164.2	164.27	163.99	164.06	32442	15748	16694	3504	3034	-2142812.4425565004
2022-01-10T14:13:00.000Z	1641827640000	164.06	164.1	163.98	163.98	7023	3286	3737	1022	1249	-2142899.6045159246
2022-01-10T14:14:00.000Z	1641827700000	163.98	164.04	163.91	163.94	15331	5741	9590	860	2101	-2143376.8279372714
2022-01-10T14:15:00.000Z	1641827760000	163.94	164.14	163.84	164.11	36046	19035	17011	2238	1520	-2143830.2228577677
2022-01-10T14:16:00.000Z	1641827820000	164.11	164.29	164.11	164.25	30602	15496	15106	2720	2579	-2144159.6974896886
2022-01-10T14:17:00.000Z	1641827880000	164.25	164.22	164.13	164.16	44861	22931	21930	3519	3757	-2144253.297946109
2022-01-10T14:18:00.000Z	1641827940000	164.16	164.24	164.14	164.2	13006	6830	6176	2541	2367	-2144197.9407437863
2022-01-10T14:19:00.000Z	1641828000000	164.2	164.44	164.21	164.31	54182	29591	24591	6407	2589	-2143628.133335825
2022-01-10T14:20:00.000Z	1641828060000	164.31	164.34	164.17	164.29	29027	13091	15936	1610	4402	-2143097.715153554
2022-01-10T14:21:00.000Z	1641828120000	164.29	164.39	164.18	164.18	47085	16955	30130	3615	2503	-2143882.373004423
2022-01-10T14:22:00.000Z	1641828180000	164.18	164.3	164.15	164.15	19385	9372	10013	1544	2677	-2145467.3354884675
2022-01-10T14:23:00.000Z	1641828240000	164.15	164.32	164.14	164.3	29941	15235	14706	1434	2625	-2147154.1229754128
2022-01-10T14:24:00.000Z	1641828300000	164.3	164.44	164.25	164.42	27441	20821	6620	1647	1403	-2147230.585464732
2022-01-10T14:25:00.000Z	1641828360000	164.42	164.51	164.36	164.5	24046	14434	9612	4016	2555	-2145978.0850772047
2022-01-10T14:26:00.000Z	1641828420000	164.5	164.59	164.49	164.57	18309	9995	8314	1429	1521	-2144077.9180934704
2022-01-10T14:27:00.000Z	1641828480000	164.57	164.56	164.48	164.5	111022	82693	28329	4031	4358	-2137333.0541976877
2022-01-10T14:28:00.000Z	1641828540000	164.5	164.51	164.42	164.47	27470	13644	13826	1714	1902	-2128485.3473738655
2022-01-10T14:29:00.000Z	1641828600000	164.47	164.55	164.42	164.47	17768	8731	9037	2327	1857	-2119637.7690634658
2022-01-10T14:30:00.000Z	1641828660000	164.47	164.47	164.25	164.27	34308	15731	18577	2607	2863	-2112681.629233745
2022-01-10T14:31:00.000Z	1641828720000	164.27	164.42	164.22	164.42	35176	22722	12454	4751	2129	-2106238.54513064
2022-01-10T14:32:00.000Z	1641828780000	164.42	164.75	164.39	164.73	33447	23856	9591	5059	1832	-2099134.052076584
2022-01-10T14:33:00.000Z	1641828840000	164.73	164.79	164.66	164.66	23564	12719	10845	1847	2444	-2091975.224426296
2022-01-10T14:34:00.000Z	1641828900000	164.66	164.82	164.64	164.81	22044	14813	7231	2821	1013	-2084882.8805912118
2022-01-10T14:35:00.000Z	1641828960000	164.81	165.04	164.79	165.01	37552	23696	13856	5165	2622	-2077669.2053322035
2022-01-10T14:36:00.000Z	1641829020000	165.01	164.99	164.79	164.8	29695	9346	20349	2201	3295	-2071941.2589081666
2022-01-10T14:37:00.000Z	1641829080000	164.8	164.84	164.75	164.83	22193	11669	10524	2560	1530	-2067519.3330460757
2022-01-10T14:38:00.000Z	1641829140000	164.83	164.97	164.85	164.96	35456	24442	11014	3081	3047	-2062944.696734668
2022-01-10T14:39:00.000Z	1641829200000	164.96	165.03	164.87	164.87	26451	9674	16777	2001	2615	-2058999.024601092
2022-01-10T14:40:00.000Z	1641829260000	164.87	165.09	164.88	165.01	46933	30724	16209	4240	2490	-2054474.7777039239
2022-01-10T14:41:00.000Z	1641829320000	165.01	165.25	164.97	164.98	163536	84607	78929	8252	8959	-2049592.484788059
2022-01-10T14:42:00.000Z	1641829380000	164.98	165.06	164.84	164.89	39515	19359	20156	5272	5329	-2044886.3663417452
2022-01-10T14:43:00.000Z	1641829440000	164.89	164.94	164.8	164.85	26554	10342	16212	2584	4224	-2041445.78458264
2022-01-10T14:44:00.000Z	1641829500000	164.85	165.06	164.8	164.99	31211	16222	14989	3943	4986	-2038898.5813251904
2022-01-10T14:45:00.000Z	1641829560000	164.99	165.25	164.94	165.21	70283	47563	22720	6057	5038	-2034659.2029024286
2022-01-10T14:46:00.000Z	1641829620000	165.21	165.32	165.18	165.23	54942	28046	26896	4775	4956	-2029543.075101987
2022-01-10T14:47:00.000Z	1641829680000	165.23	165.36	165.23	165.33	38496	26168	12328	3920	2414	-2023276.4553864743
2022-01-10T14:48:00.000Z	1641829740000	165.33	165.33	165.05	165.21	189863	92788	97075	8974	11160	-2017665.311982873
2022-01-10T14:49:00.000Z	1641829800000	165.21	165.29	165.13	165.25	50650	22737	27913	5010	5230	-2013385.3461678051
2022-01-10T14:50:00.000Z	1641829860000	165.25	165.39	165.09	165.31	142097	78196	63901	9043	5839	-2009027.6165615376
2022-01-10T14:51:00.000Z	1641829920000	165.31	165.38	165.26	165.33	55766	29551	26215	2403	3492	-2004449.413550349
2022-01-10T14:52:00.000Z	1641829980000	165.33	165.36	165.23	165.34	38765	22802	15963	2163	2552	-1999446.5201775583
2022-01-10T14:53:00.000Z	1641830040000	165.34	165.4	165.26	165.35	88791	55913	32878	3714	2724	-1992743.5771149718
2022-01-10T14:54:00.000Z	1641830100000	165.35	165.54	165.35	165.44	104326	50540	53786	5522	6567	-1985951.1388516435
2022-01-10T14:55:00.000Z	1641830160000	165.44	165.79	165.43	165.77	72085	40042	32043	3887	2063	-1979165.204514981
2022-01-10T14:56:00.000Z	1641830220000	165.77	165.77	165.65	165.68	42939	19506	23433	2276	2899	-1973583.6521789238
